First_Name,Last_Name,Department,Role,Hire Date,Base Salary,Monthly Sales,Sales Target,Commission Rate,Commission Earned,Customer Rating,Customer Complaints,Employee Satisfaction Score,Manager Name,Sales Performance Status 1,Sales Performance Status 2,Customer Handling Rating 2
Michelle,Brennan,Marketing,SEO Specialist,11/12/2021,51009,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Susan,Mckinney,IT,Data Analyst,04/03/2018,67883,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Rhonda,Steele,Finance,Auditor,05/04/2018,61840,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Thompson,Sales,Sales Manager,10/30/2021,75078,24489,50068,0.062768616,1537.14,5,3,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Courtney,Brown,IT,IT Support,9/17/2021,63510,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Brian,Richardson,Operations,Logistics Coordinator,10/03/2020,76513,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Joshua,Olson,Sales,Sales Manager,8/15/2022,45725,32046,101322,0.059173276,1896.27,3,9,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Alex,Cox,Finance,Auditor,11/11/2015,64629,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Andrew,Mason,IT,Software Engineer,3/31/2022,52467,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Brandon,Sanchez,Marketing,SEO Specialist,07/05/2022,75388,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Chris,Velasquez,HR,HR Coordinator,04/08/2019,78752,,,,,,,76,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Angela,Best,HR,HR Coordinator,05/05/2019,54082,,,,,,,82,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Lauren,Davis,Finance,Financial Analyst,4/20/2020,83220,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Damon,Livingston,Operations,Procurement Specialist,2/18/2023,65796,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Lindsey,Carroll,Sales,Sales Manager,01/01/2018,68646,220895,143491,0.054782348,12101.15,3,9,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Oscar,Brown,IT,Software Engineer,11/26/2016,107311,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Fernando,Fowler,Finance,Financial Analyst,07/12/2017,104596,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Dana,Price,Marketing,SEO Specialist,10/09/2017,73141,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Michael,Jenkins,Finance,Auditor,9/22/2018,106440,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Brandy,Harmon,Customer Support,Support Specialist,08/12/2021,47087,,,,,5,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Sharon,Anderson,Marketing,Content Strategist,10/19/2023,50654,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Audrey,Sanchez,IT,Software Engineer,6/18/2017,55480,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Hamilton,Customer Support,Customer Service Rep,06/07/2020,43200,,,,,5,1,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Susan,Hernandez,Operations,Operations Manager,7/23/2015,104745,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Tiffany,Singleton,Sales,Account Manager,12/01/2017,44505,236675,114053,0.038276,9058.97,4,3,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Ellen,Howell,HR,HR Manager,12/03/2015,65486,,,,,,,67,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Kimberly,Anderson,Sales,Account Manager,12/17/2017,84531,128704,165943,0.063669884,8194.57,2,6,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Joseph,Wilcox,Marketing,Content Strategist,05/06/2016,46768,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Bradley Stewart,Phd,Operations,Logistics Coordinator,2/13/2018,81547,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Joseph,Fischer,Sales,Sales Executive,9/20/2018,58119,37768,83531,0.066786518,2522.39,4,1,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Kimberly,Miller,Customer Support,Customer Service Rep,1/25/2023,40883,,,,,1,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Selena,Clark,Sales,Account Manager,10/13/2022,85482,173918,77049,0.068995639,11999.58,5,5,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Ronnie,Mora,Finance,Auditor,4/24/2016,91082,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Haley,Customer Support,Call Center Agent,11/15/2023,55682,,,,,4,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Priscilla,Smith,IT,Data Analyst,05/07/2023,67183,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Keith,Clark,Operations,Logistics Coordinator,3/27/2018,53246,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Alisha,Lee,Marketing,Marketing Analyst,4/17/2021,72271,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Wagner,Operations,Operations Manager,9/27/2020,80443,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Alexis,Horton,IT,Data Analyst,11/30/2016,119859,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Tracy,Parker,IT,IT Support,02/06/2021,92751,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Ralph Diaz,Dvm,HR,Recruiter,07/08/2020,75316,,,,,,,93,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Jimmy,Rodriguez,Finance,Auditor,7/25/2018,75536,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Natalie,Morris,Sales,Sales Manager,10/09/2023,86070,62778,85397,0.034850537,2187.85,1,8,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Edward,Dalton,Operations,Operations Manager,01/05/2016,101948,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Dawn,Gonzalez,Operations,Procurement Specialist,08/04/2021,57937,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Richard,Mills,IT,IT Support,5/23/2018,110249,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Ana,Jacobs,Operations,Procurement Specialist,11/08/2022,78820,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Victor,Moran,HR,HR Manager,6/20/2016,73131,,,,,,,93,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Sara,Jackson,IT,Software Engineer,01/03/2016,92573,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Michelle,Rivera,Marketing,SEO Specialist,06/12/2015,83226,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Richard,Carter,Marketing,Content Strategist,05/10/2023,68051,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
John,Kerr,Customer Support,Support Specialist,1/14/2021,43164,,,,,1,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Lynn,Key,Customer Support,Call Center Agent,07/11/2019,54686,,,,,4,5,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Steven,Wilson,Customer Support,Call Center Agent,4/14/2022,54267,,,,,4,3,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Phillip,Nelson,Operations,Logistics Coordinator,12/23/2020,94544,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
William,Frank,Sales,Sales Manager,12/14/2022,85429,188799,162909,0.058581779,11060.18,4,5,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Robert,Gonzalez,Customer Support,Customer Service Rep,10/26/2015,69762,,,,,1,8,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Sara,Rodriguez,Sales,Sales Executive,2/27/2022,56898,227458,159848,0.046895638,10666.79,2,7,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Kylie,Hall,Marketing,Marketing Analyst,03/08/2016,69867,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Claudia,Chaney,Customer Support,Customer Service Rep,5/22/2017,35112,,,,,3,8,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Brett,Campbell,Operations,Logistics Coordinator,10/20/2018,51712,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Aguilar,HR,HR Coordinator,3/19/2017,55138,,,,,,,65,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Ryan,Johnson,HR,Recruiter,4/18/2016,49159,,,,,,,70,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Nicholas,Morales,Customer Support,Customer Service Rep,08/01/2017,66184,,,,,2,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Chelsea,Reynolds,IT,Software Engineer,3/17/2020,68622,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Mark,Williams,HR,HR Coordinator,11/28/2019,72271,,,,,,,79,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Lori,Blackburn,Finance,Financial Analyst,12/09/2019,84431,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
James,Kelly,Customer Support,Customer Service Rep,12/11/2022,64893,,,,,5,9,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
William,Valdez,Operations,Operations Manager,03/09/2021,81495,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Heather,Erickson,IT,Data Analyst,05/02/2017,117271,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jordan,Riddle,Sales,Sales Executive,3/20/2021,74486,239890,79471,0.042810825,10269.89,2,9,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Manuel,Marquez,Marketing,Content Strategist,08/06/2017,51355,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Tanner,Finance,Accountant,09/12/2023,107633,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Luis,Juarez,Sales,Sales Manager,7/19/2017,47504,66500,182281,0.057844618,3846.67,3,1,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Shelly,Pittman,IT,Data Analyst,01/12/2023,77385,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Mrs. Pam Brown,Dvm,Marketing,Marketing Analyst,12/19/2022,53343,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Karen,Martin,HR,Recruiter,03/09/2020,75636,,,,,,,86,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
David,Fox,HR,HR Manager,12/12/2020,56869,,,,,,,65,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Clay,Operations,Logistics Coordinator,07/08/2018,100362,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Alexa,Jackson,Operations,Operations Manager,10/05/2016,90497,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Brian,Taylor,IT,Data Analyst,08/10/2022,89614,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Thomas,Hendrix,Sales,Sales Manager,01/01/2017,79066,56823,87606,0.05653758,3212.63,3,4,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Collin,Huffman,Finance,Financial Analyst,02/11/2020,72134,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Harrell,Sales,Sales Manager,12/05/2015,49431,56599,161778,0.021347563,1208.25,1,6,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Savannah,Montgomery,Marketing,SEO Specialist,11/23/2019,56282,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Robert,Hammond,HR,Recruiter,01/11/2019,84657,,,,,,,82,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Kyle,Morales,Marketing,Marketing Analyst,4/26/2019,70968,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Casey,Wood,Finance,Financial Analyst,12/13/2019,71535,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Stephanie,Merritt,Customer Support,Support Specialist,02/09/2018,57551,,,,,1,7,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Stephen,Rios,IT,IT Support,12/02/2019,100831,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Theodore,Lopez,Sales,Sales Executive,07/12/2018,73840,229565,89818,0.02615389,6004.02,1,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Karen,Jackson,Marketing,Marketing Analyst,1/29/2018,69600,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Richard,Baker,Marketing,Content Strategist,12/16/2022,51239,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Caitlin,Lee,Marketing,SEO Specialist,11/22/2017,84043,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Ian,Jennings,Customer Support,Support Specialist,6/21/2017,50949,,,,,1,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Teresa,Chavez,Sales,Sales Manager,3/18/2019,41262,77653,161161,0.043014802,3340.23,5,9,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Alexis Ross,Phd,HR,HR Coordinator,4/26/2021,56909,,,,,,,89,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Donna,Garcia,Sales,Account Manager,4/28/2016,54212,228252,166766,0.0643475,14687.45,4,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Amanda,Mckinney,Customer Support,Call Center Agent,7/28/2022,51939,,,,,2,0,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Michael,Vasquez,Sales,Account Manager,06/10/2022,54669,48523,148039,0.050583804,2454.48,3,8,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Jeffrey,Calderon,IT,Data Analyst,02/05/2021,64069,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Christopher,Allison,HR,Recruiter,2/28/2015,83857,,,,,,,89,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Ronald,Hernandez,Sales,Sales Manager,2/24/2023,75583,100049,140455,0.06149619,6152.63,4,1,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Alexander,Morse,Finance,Accountant,8/15/2022,104729,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Nicole,Ramos,Customer Support,Support Specialist,8/23/2015,68961,,,,,1,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Meghan,Kirby,Finance,Accountant,12/24/2023,70968,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Mary,Mitchell,Customer Support,Customer Service Rep,11/29/2021,47401,,,,,5,4,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Erin,Henderson,IT,IT Support,10/05/2021,115497,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Jeffrey,Brooks,Finance,Auditor,6/13/2019,98822,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Lindsay,Watson,Sales,Account Manager,12/12/2023,60712,236084,147400,0.063531588,14998.79,2,6,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Julie,Lang,IT,Data Analyst,1/18/2018,61983,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Xavier,Long,Operations,Procurement Specialist,6/17/2021,58335,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Kimberly Davis,Md,Marketing,SEO Specialist,5/24/2019,58068,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
John,Green,Customer Support,Customer Service Rep,3/18/2017,64757,,,,,4,6,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Tina,Black,Operations,Procurement Specialist,12/02/2022,91986,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jonathan,Bates,Marketing,Marketing Analyst,4/29/2017,48452,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Kayla,Allen,Marketing,Marketing Analyst,12/06/2021,66485,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Jasmine,Williams,Marketing,Marketing Analyst,02/04/2018,50513,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Martinez,Sales,Account Manager,7/26/2020,58655,204933,166089,0.039349393,8063.99,4,4,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Christopher,Glass,Marketing,SEO Specialist,10/26/2018,70615,,,,,,,,Trevor Cooper,Not Applicable,Meets Expectations,Needs Improvement
John,Elliott,Sales,Sales Manager,9/21/2016,73180,140106,116044,0.049934792,6996.16,1,7,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Monica,Williams,HR,Recruiter,3/28/2021,61534,,,,,,,94,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Terrence,Weiss,Finance,Financial Analyst,02/01/2017,61906,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
Shelly,Gentry,Sales,Sales Executive,11/28/2015,70175,112117,93051,0.044681327,5009.54,1,5,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
Jonathan,Malone,IT,Data Analyst,4/21/2020,79820,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
James,Johnson,Operations,Logistics Coordinator,05/03/2022,77944,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Randall,Gonzalez,Operations,Logistics Coordinator,07/06/2016,54907,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Matthew Jones,Dvm,IT,IT Support,3/23/2020,102460,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Angela,Owens,Operations,Logistics Coordinator,01/11/2022,70299,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Jacqueline,Yang,HR,HR Manager,6/29/2019,47809,,,,,,,91,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Matthew,Woodward,Sales,Sales Manager,06/09/2018,72283,135214,66245,0.055816887,7547.22,4,7,,Bryan Burnett,Meets Expectations,High Performer,Needs Improvement
John,Johnson,IT,IT Support,03/07/2019,96555,,,,,,,,Daniel Patterson,Not Applicable,Meets Expectations,Needs Improvement
Johnathan,Jackson,Sales,Sales Executive,8/27/2018,48133,76998,110658,0.062787216,4834.49,4,1,,Bryan Burnett,Meets Expectations,Needs Improvement,Needs Improvement
Cheryl,Rivera,Customer Support,Customer Service Rep,2/20/2018,63096,,,,,1,2,,Christopher Ochoa,Not Applicable,Meets Expectations,Needs Improvement
Megan,Scott,HR,HR Manager,11/13/2022,79236,,,,,,,60,Renee Green,Not Applicable,Meets Expectations,Needs Improvement
Darren,Lane,Operations,Operations Manager,02/12/2023,80283,,,,,,,,Mr. Bradley Welch,Not Applicable,Meets Expectations,Needs Improvement
Lisa,Kaufman,Finance,Accountant,1/23/2017,88390,,,,,,,,David Davis,Not Applicable,Meets Expectations,Needs Improvement
